rank,word,score,doc_freq,corpus_freq
1771,genauso,0.047,2,2
1772,ansehen,0.047,2,2
1773,nachdem,0.047,2,2
1774,angezeigt,0.047,4,4
1775,falsch,0.047,1,1
1776,robust,0.047,1,1
1777,leicht,0.047,1,1
1778,knoten,0.047,1,1
1779,uptime,0.047,1,1
1780,kostet,0.047,1,1
1781,vollen,0.047,1,1
1782,kotlin,0.047,1,1
1783,völlig,0.047,1,1
1784,sqlite,0.047,1,1
1785,chatbots,0.047,6,8
1786,folgende,0.047,3,5
1787,azure,0.047,2,2
1788,ergebnisse,0.047,3,4
1789,einfacher,0.047,3,4
1790,kopieren,0.046,4,4
1791,registrierung,0.046,2,2
1792,behandeln,0.046,2,2
1793,überschreiten,0.046,2,2
1794,beste,0.046,5,8
1795,zuverlässige,0.046,2,2
1796,wichtiger,0.046,2,2
1797,erweiterte,0.046,2,2
1798,konfiguriert,0.046,2,2
1799,funktioniert,0.046,5,5
1800,bilder,0.046,2,3
1801,einfach,0.045,6,11
1802,backoff,0.045,4,5
1803,projekte,0.045,7,7
1804,shops,0.045,2,2
1805,kontinuierlich,0.045,3,3
1806,wenigen,0.045,3,4
1807,optimierung,0.045,2,2
1808,standard,0.045,5,6
1809,daumen,0.045,1,1
1810,wencke,0.045,1,1
1811,german,0.045,1,1
1812,indoor,0.045,1,1
1813,salate,0.045,1,1
1814,zufuhr,0.045,1,1
1815,stetig,0.045,1,1
1816,abhebt,0.045,1,1
1817,halten,0.045,1,1
1818,möchte,0.045,1,1
1819,rahmen,0.045,1,1
1820,ertrag,0.045,1,1
1821,umwelt,0.045,1,1
1822,anzahl,0.045,1,1
1823,native,0.045,1,1
1824,insert,0.045,1,1
1825,enorme,0.045,1,1
1826,bedarf,0.045,1,1
1827,impact,0.045,1,1
1828,guthaben,0.045,2,2
1829,weiterer,0.045,2,2
1830,usa,0.045,2,2
1831,besser,0.045,4,5
1832,endnutzer,0.045,2,2
1833,sofort,0.045,5,8
1834,else,0.045,2,6
1835,relevant,0.045,4,4
1836,erweitern,0.044,2,2
1837,energieverbrauch,0.044,2,2
1838,co2,0.044,2,6
1839,verbrauch,0.044,2,2
1840,sogenannten,0.044,2,2
1841,antwort,0.044,5,7
1842,docai,0.044,1,2
1843,earth,0.044,1,2
1844,produktion,0.044,3,4
1845,rang,0.044,2,2
1846,fp16,0.044,2,2
1847,möglich,0.044,8,14
1848,relevantesten,0.044,1,1
1849,entscheidung,0.044,1,1
1850,kandidaten,0.044,1,1
1851,hybridmodell,0.044,1,1
1852,proprietäres,0.044,1,1
1853,proprietär,0.044,1,1
1854,sprachenfokus,0.044,1,1
1855,rechtschreib,0.044,1,1
1856,antwortformat,0.044,1,1
1857,feinabgestimmtes,0.044,1,1
1858,konfidenzwerten,0.044,1,1
1859,etablierteste,0.044,1,1
1860,jahrzehntelanger,0.044,1,1
1861,originalfehler,0.044,1,1
1862,vorschlägen,0.044,1,1
1863,regelreferenzen,0.044,1,1
1864,mächtiger,0.044,1,1
1865,komplexer,0.044,1,1
1866,grammatikerkennung,0.044,1,1
1867,engineering,0.044,1,1
1868,komplexes,0.044,1,1
1869,mehrsprachige,0.044,1,1
1870,rechtschreibung,0.044,1,1
1871,stilprüfung,0.044,1,1
1872,bevorzugen,0.044,1,1
1873,spezialisiertes,0.044,1,1
1874,formulierter,0.044,1,1
1875,ergebnissen,0.044,1,1
1876,produktiven,0.044,1,1
1877,deterministisches,0.044,1,1
1878,verhalten,0.044,1,1
1879,unterschiedliche,0.044,1,1
1880,umzuformulieren,0.044,1,1
1881,unerwünscht,0.044,1,1
1882,deterministisch,0.044,1,1
1883,qualitätsanforderungen,0.044,1,1
1884,professionelle,0.044,1,1
1885,umformulierungs,0.044,1,1
1886,satzfluss,0.044,1,1
1887,stilistik,0.044,1,1
1888,redaktionen,0.044,1,1
1889,nutzungsbasiert,0.044,1,1
1890,exzellente,0.044,1,1
1891,sprachqualität,0.044,1,1
1892,verändert,0.044,1,1
1893,nutzungsbasiertes,0.044,1,1
1894,unverändert,0.044,1,1
1895,aspellcheck,0.044,1,1
1896,bibliotheken,0.044,1,1
1897,pyspellchecker,0.044,1,1
1898,günstigste,0.044,1,1
1899,limitierteste,0.044,1,1
1900,kontextanalyse,0.044,1,1
1901,spezialität,0.044,1,1
1902,wartungsaufwand,0.044,1,1
1903,kontrollierbares,0.044,1,1
1904,bekannten,0.044,1,1
1905,feldinhalten,0.044,1,1
1906,kontrollierbarem,0.044,1,1
1907,entscheidungshilfe,0.044,1,1
1908,pauschalen,0.044,1,1
1909,einfachstes,0.044,1,1
1910,fehleranalyse,0.044,1,1
1911,exzellentes,0.044,1,1
1912,niedrigste,0.044,1,1
1913,einfachen,0.044,1,1
1914,kontrollierten,0.044,1,1
1915,unbegrenzten,0.044,1,1
1916,kleinstes,0.044,1,1
1917,preisvergleich,0.044,1,1
1918,typisches,0.044,1,1
1919,folgendes,0.044,1,1
1920,gleichmäßiger,0.044,1,1
1921,verteilung,0.044,1,1
1922,schwankend,0.044,1,1
1923,zeichenbasiert,0.044,1,1
1924,kostenfazit,0.044,1,1
1925,günstigsten,0.044,1,1
1926,niedrigster,0.044,1,1
1927,integrationskomplexität,0.044,1,1
1928,entscheidend,0.044,1,1
1929,richtwerte,0.044,1,1
1930,typischen,0.044,1,1
1931,eingeschränkt,0.044,1,1
1932,hilfreich,0.044,1,1
1933,kontingent,0.044,1,1
1934,dokumentationsqualität,0.044,1,1
1935,umfangreich,0.044,1,1
1936,entscheidungsbaum,0.044,1,1
1937,stilverbesserung,0.044,1,1
1938,gezielter,0.044,1,1
1939,deterministischer,0.044,1,1
1940,konkreten,0.044,1,1
1941,transparentes,0.044,1,1
1942,mehrsprachigkeit,0.044,1,1
1943,grammatikanalyse,0.044,1,1
1944,geschwindigkeit,0.044,1,1
1945,erstellt,0.044,4,5
1946,außerdem,0.044,3,3
1947,prompt,0.044,2,4
1948,nötig,0.044,8,17
1949,dashboards,0.044,2,2
1950,note,0.044,1,1
1951,geworden,0.043,1,1
1952,vielmehr,0.043,1,1
1953,teil,0.043,1,2
1954,erfassen,0.043,1,1
1955,gängigen,0.043,1,1
1956,komplett,0.043,1,1
1957,hochzeit,0.043,1,1
1958,vielzahl,0.043,1,1
1959,bewerten,0.043,1,1
1960,ziemlich,0.043,1,1
1961,bekommen,0.043,1,1
1962,ausnahme,0.043,1,1
1963,chipotle,0.043,1,1
1964,sammlung,0.043,1,1
1965,artikeln,0.043,1,1
1966,paar,0.043,1,2
1967,formular,0.043,1,1
1968,umfassen,0.043,1,1
1969,snippets,0.043,1,1
1970,prototyp,0.043,1,1
1971,formaten,0.043,1,1
1972,sara,0.043,1,2
1973,egal,0.043,2,3
1974,typische,0.043,4,4
1975,allerdings,0.043,2,2
1976,rechnungen,0.043,2,2
1977,bestimmte,0.043,2,2
1978,neuronale,0.043,2,2
1979,modelltraining,0.043,2,2
1980,trainings,0.043,2,2
1981,vorstellen,0.043,2,2
1982,erforderlich,0.043,2,2
1983,anderen,0.043,5,8
1984,projekts,0.043,2,2
1985,steigen,0.043,1,1
1986,stellte,0.043,1,1
1987,gründen,0.043,1,1
1988,liefern,0.043,1,1
1989,streben,0.043,1,1
1990,globale,0.043,1,1
1991,humanem,0.043,1,1
1992,prüfung,0.043,1,1
1993,monaten,0.043,1,1
1994,soziale,0.043,1,1
1995,drücken,0.043,1,1
1996,erhöhen,0.043,1,1
1997,antoine,0.043,1,1
1998,beinahe,0.043,1,1
1999,telefon,0.043,1,1
2000,session,0.043,1,1
2001,webinar,0.043,1,1
2002,improve,0.043,1,1
2003,powered,0.043,1,1
2004,delight,0.043,1,1
2005,stellen,0.043,3,4
2006,tokens,0.043,3,3
2007,nächste,0.042,2,3
2008,free,0.042,5,16
2009,fertig,0.042,2,2
2010,verbessern,0.042,4,5
2011,häufig,0.042,2,2
2012,mehrwert,0.042,3,4
2013,globalem,0.042,2,2
2014,lösung,0.042,7,8
2015,bessere,0.042,7,13
2016,fortgeschritten,0.042,1,1
2017,einzubinden,0.042,1,1
2018,voraussetzungen,0.042,1,1
2019,persönlichen,0.042,1,1
2020,laufzeitumgebung,0.042,1,1
2021,folgendem,0.042,1,1
2022,erreichbar,0.042,1,1
2023,kostenloses,0.042,1,1
2024,umgebungsvariable,0.042,1,1
2025,sicherheitshinweis,0.042,1,1
2026,einbetten,0.042,1,1
2027,identisch,0.042,1,1
2028,hardcoden,0.042,1,1
2029,verbraucht,0.042,1,1
2030,raise_for_status,0.042,1,1
2031,runtimeerror,0.042,1,1
2032,curl_init,0.042,1,1
2033,curl_setopt_array,0.042,1,1
2034,curlopt_returntransfer,0.042,1,1
2035,curlopt_post,0.042,1,1
2036,curlopt_postfields,0.042,1,1
2037,curlopt_httpheader,0.042,1,1
2038,curlopt_timeout,0.042,1,1
2039,json_decode,0.042,1,1
2040,curl_exec,0.042,1,1
2041,curl_close,0.042,1,1
2042,runtimeexception,0.042,1,1
2043,fehlerfall,0.042,1,1
2044,produktionsreife,0.042,1,1
2045,relevanten,0.042,1,1
2046,vorübergehend,0.042,1,1
2047,parallele,0.042,1,1
2048,typdefinitionen,0.042,1,1
2049,definitionen,0.042,1,1
2050,serverseitige,0.042,1,1
2051,abstrahieren,0.042,1,1
2052,variables,0.042,1,1
2053,repository,0.042,1,1
2054,identische,0.042,1,1
2055,cachedspellcheck,0.042,1,1
2056,persistentes,0.042,1,1
2057,strukturiert,0.042,1,1
2058,structured,0.042,1,1
2059,text_length,0.042,1,1
2060,api_time_ms,0.042,1,1
2061,total_time_ms,0.042,1,1
2062,timestamp,0.042,1,1
2063,toisostring,0.042,1,1
2064,erfolgreich,0.042,1,1
2065,herzlichen,0.042,1,1
2066,glückwunsch,0.042,1,1
2067,entdecken,0.042,1,1
2068,direkt,0.042,7,12
2069,speziell,0.041,3,4
2070,rechtschreibprüfung,0.041,4,6
2071,environ,0.041,4,5
2072,timeout,0.041,4,5
2073,gesamten,0.041,2,2
2074,behalten,0.041,2,2
2075,fetch,0.041,5,9
2076,anwendung,0.041,7,11
2077,begrenztem,0.041,2,2
2078,allgemeine,0.041,2,2
2079,log,0.041,3,9
2080,wechseln,0.041,2,2
2081,großes,0.041,2,2
2082,sollen,0.041,2,2
2083,schwer,0.041,2,2
2084,einsatz,0.04,3,4
2085,zeigt,0.04,3,5
2086,ergebnis,0.04,6,6
2087,hilfe,0.04,2,3
2088,zudem,0.04,2,4
2089,python,0.04,7,16
2090,branchenführer,0.04,1,1
2091,technologieführer,0.04,1,1
2092,entscheidenden,0.04,1,1
2093,konzentrierte,0.04,1,1
2094,voneinander,0.04,1,1
2095,transformativen,0.04,1,1
2096,bereichen,0.04,1,1
2097,einbettung,0.04,1,1
2098,zentraler,0.04,1,1
2099,sicherheits,0.04,1,1
2100,nachhaltigkeitsfunktionen,0.04,1,1
2101,partnerlösungen,0.04,1,1
2102,hauptfokus,0.04,1,1
2103,bestmögliche,0.04,1,1
2104,erfahrung,0.04,1,1
2105,kinderleicht,0.04,1,1
2106,installationen,0.04,1,1
2107,erfordern,0.04,1,1
2108,sichersten,0.04,1,1
2109,automatisierungsoptionen,0.04,1,1
2110,gke,0.04,1,3
2111,maßgeblich,0.04,1,1
2112,zugrundeliegende,0.04,1,1
2113,bereitstellt,0.04,1,1
2114,entwickeltes,0.04,1,1
2115,fortschrittliches,0.04,1,1
2116,sämtliche,0.04,1,1
2117,practices,0.04,1,1
2118,berücksichtigt,0.04,1,1
2119,fortschrittliche,0.04,1,1
2120,erleichtert,0.04,1,1
2121,fortschrittlicher,0.04,1,1
2122,kontextsensitiven,0.04,1,1
2123,heruntergeladen,0.04,1,1
2124,installiert,0.04,1,1
2125,integrierten,0.04,1,1
2126,quellcodeverwaltung,0.04,1,1
2127,emulatoren,0.04,1,1
2128,serverlose,0.04,1,1
2129,kommandozeile,0.04,1,1
2130,nachschlagen,0.04,1,1
2131,lernerfahrung,0.04,1,1
2132,jeweiligen,0.04,1,1
2133,arbeitskontext,0.04,1,1
2134,unterschiedlichste,0.04,1,1
2135,serverlosen,0.04,1,1
2136,serverloser,0.04,1,1
2137,sekundenschnell,0.04,1,1
2138,eingeführt,0.04,1,1
2139,deployment,0.04,1,1
2140,binärautorisierung,0.04,1,1
2141,vertrauenswürdige,0.04,1,1
2142,skalierbarer,0.04,1,1
2143,servermanagement,0.04,1,1
2144,auslastung,0.04,1,1
2145,bedienung,0.04,1,1
2146,operations,0.04,1,1
2147,überwachen,0.04,1,1
2148,integrierte,0.04,1,1
2149,benachrichtigungen,0.04,1,1
2150,ereignisse,0.04,1,1
2151,kennzahlen,0.04,1,1
2152,verschiedenen,0.04,1,1
2153,cyberangriffe,0.04,1,1
2154,kompromittieren,0.04,1,1
2155,zunehmenden,0.04,1,1
2156,bedrohungen,0.04,1,1
2157,adressieren,0.04,1,1
2158,toolchain,0.04,1,1
2159,vorherzusehen,0.04,1,1
2160,vermeiden,0.04,1,1
2161,integrierter,0.04,1,1
2162,verifizierbarer,0.04,1,1
2163,provenienz,0.04,1,1
2164,binärprogramm,0.04,1,1
2165,zurückverfolgt,0.04,1,1
2166,manipulationen,0.04,1,1
2167,auszuschließen,0.04,1,1
2168,ausgeführte,0.04,1,1
2169,integritätsfunktionen,0.04,1,1
2170,alleinstellungsmerkmal,0.04,1,1
2171,verhindern,0.04,1,1
2172,offiziellen,0.04,1,1
2173,sicherheitsmodell,0.04,1,1
2174,anwendungsbereitstellung,0.04,1,1
2175,authentifizierungen,0.04,1,1
2176,autorisierungen,0.04,1,1
2177,verschlüsselungen,0.04,1,1
2178,änderungen,0.04,1,1
2179,sicherheitseinstellungen,0.04,1,1
2180,programmierung,0.04,1,1
2181,ausarbeitung,0.04,1,1
2182,geeigneter,0.04,1,1
2183,branchenstandards,0.04,1,1
2184,technologieführenden,0.04,1,1
2185,foundation,0.04,1,1
2186,sicherheitsstandards,0.04,1,1
2187,branchenweite,0.04,1,1
2188,artifacts,0.04,1,1
2189,vorgeschlagen,0.04,1,1
2190,sicherheitsframework,0.04,1,1
2191,gemeinsame,0.04,1,1
2192,kriterien,0.04,1,1
2193,softwaresicherheit,0.04,1,1
2194,kryptografischen,0.04,1,1
2195,signaturen,0.04,1,1
2196,entspricht,0.04,1,1
2197,bestmöglich,0.04,1,1
2198,gearbeitet,0.04,1,1
2199,zuverlässigkeit,0.04,1,1
2200,skalierbarkeit,0.04,1,1
2201,ausgelegt,0.04,1,1
2202,branchenführend,0.04,1,1
2203,innovative,0.04,1,1
2204,effiziente,0.04,1,1
2205,verfahren,0.04,1,1
2206,datenerfassung,0.04,1,1
2207,dokumentverarbeitungskosten,0.04,1,1
2208,verwalteten,0.04,1,1
2209,intelligente,0.04,1,1
2210,wertvollere,0.04,1,1
2211,ethisches,0.04,1,1
2212,emissionsziele,0.04,1,1
2213,vorreiter,0.04,1,1
2214,umsetzung,0.04,1,1
2215,hyperscale,0.04,1,1
2216,durchschnittliche,0.04,1,1
2217,footprint,0.04,1,1
2218,energiebezogenen,0.04,1,1
2219,emissionsdaten,0.04,1,1
2220,rechenzentrumsregion,0.04,1,1
2221,niedrigsten,0.04,1,1
2222,bruttoemissionen,0.04,1,1
2223,entscheiden,0.04,1,1
2224,ausgleichen,0.04,1,1
2225,nettoemissionen,0.04,1,1
2226,wirtschaften,0.04,1,1
2227,datenkatalog,0.04,1,1
2228,vonsatellitenbildern,0.04,1,1
2229,nachhaltigkeitsprojekten,0.04,1,1
2230,sustainable,0.04,1,1
2231,masterclass,0.04,1,1
2232,videopräsentation,0.04,1,1
2233,nachhaltigkeitsexpert,0.04,1,1
2234,nachhaltigkeitstools,0.04,1,1
2235,umweltfreundlichere,0.04,1,1
2236,communities,0.04,1,1
2237,effektivste,0.04,1,1
2238,techniker,0.04,1,1
2239,unternehmensentwickler,0.04,1,1
2240,datenwissenschaftler,0.04,1,1
2241,studierenden,0.04,1,1
2242,vorzeitig,0.04,1,1
2243,aktuellen,0.04,1,1
2244,entwicklungsexpert,0.04,1,1
2245,aufnehmen,0.04,1,1
2246,exklusive,0.04,1,1
2247,einladungen,0.04,1,1
2248,einzigartige,0.04,1,1
2249,gestaltung,0.04,1,1
2250,beteiligen,0.04,1,1
2251,anerkennung,0.04,1,1
2252,expertise,0.04,1,1
2253,influencer,0.04,1,1
2254,menschheit,0.04,1,1
2255,innovator,0.04,1,1
2256,meinungsführer,0.04,1,1
2257,erlesenen,0.04,1,1
2258,eingeladen,0.04,1,1
2259,inspirieren,0.04,1,1
2260,ermutigen,0.04,1,1
2261,innovationsgeschwindigkeit,0.04,1,1
2262,directory,0.04,1,1
2263,benutzererfahrung,0.04,1,1
2264,auszustatten,0.04,1,1
2265,method,0.04,4,6
2266,token,0.04,2,4
2267,gesendet,0.04,2,2
2268,editor,0.04,3,5
2269,petabyte,0.04,2,2
2270,internen,0.04,2,2
2271,llm,0.039,6,17
2272,einsparen,0.039,4,4
2273,feature,0.039,4,4
2274,parallel,0.039,3,4
2275,science,0.039,2,2
2276,unserem,0.039,2,2
2277,analyse,0.039,2,2
2278,geht,0.039,2,2
2279,vereinfacht,0.039,2,2
2280,bereitgestellt,0.039,2,2
2281,erweiterung,0.039,2,2
2282,skalieren,0.039,2,2
2283,automatisierung,0.039,2,2
2284,automatisiert,0.039,2,2
2285,verbunden,0.039,2,2
2286,entscheidungen,0.039,2,2
2287,technischen,0.039,2,2
2288,wichtigsten,0.039,3,3
2289,kennen,0.039,2,2
2290,objektiv,0.039,1,1
2291,einbauen,0.039,1,1
2292,kandidat,0.039,1,1
2293,variiert,0.039,1,1
2294,50ms,0.039,1,2
2295,latenzen,0.039,1,1
2296,gehalten,0.039,1,1
2297,objekten,0.039,1,1
2298,position,0.039,1,1
2299,dasselbe,0.039,1,1
2300,erzeugen,0.039,1,1
2301,volumina,0.039,1,1
2302,szenario,0.039,1,1
2303,primären,0.039,1,1
2304,basieren,0.039,1,1
2305,bewährte,0.039,1,1
2306,nutzt,0.039,5,5
2307,technologie,0.039,3,3
2308,plans,0.039,1,1
2309,swift,0.039,1,1
2310,sätze,0.039,1,1
2311,folgt,0.039,1,1
2312,alten,0.039,1,1
2313,promise,0.039,2,3
2314,setup,0.039,3,4
2315,arbeitet,0.039,2,2
2316,analysen,0.039,2,2
2317,pläne,0.039,2,2
2318,automation,0.038,2,2
2319,weiterleitung,0.038,2,2
2320,vergleicht,0.038,2,2
2321,unser,0.038,5,7
2322,textverarbeitungsprogramme,0.038,1,1
2323,generiert,0.038,1,1
2324,allgegenwärtig,0.038,1,1
2325,konsequenzen,0.038,1,1
2326,vertrauen,0.038,1,1
2327,kaufabbrüche,0.038,1,1
2328,schlechtere,0.038,1,1
2329,suchranking,0.038,1,1
2330,smartphones,0.038,1,1
2331,redakteure,0.038,1,1
2332,unsichtbar,0.038,1,1
2333,übersicht,0.038,1,1
2334,empfohlener,0.038,1,1
2335,redaktion,0.038,1,1
2336,education,0.038,1,1
2337,datenpipeline,0.038,1,1
2338,veröffentlichung,0.038,1,1
2339,rechtschreibkontrolle,0.038,1,1
2340,ineffizient,0.038,1,1
2341,zumindest,0.038,1,1
2342,contentful,0.038,1,1
2343,korrigierte,0.038,1,1
2344,vorgenommenen,0.038,1,1
2345,autocorrectbeforepublish,0.038,1,1
2346,projektmanagement,0.038,1,1
2347,eingabefelder,0.038,1,1
2348,beschreibungen,0.038,1,1
2349,kundennotizen,0.038,1,1
2350,kommentare,0.038,1,1
2351,eingebettete,0.038,1,1
2352,wahrnehmung,0.038,1,1
2353,berechnet,0.038,1,1
2354,unterstrichen,0.038,1,1
2355,dargestellt,0.038,1,1
2356,debounced,0.038,1,1
2357,addeventlistener,0.038,1,1
2358,cleartimeout,0.038,1,1
2359,unterschiede,0.038,1,1
2360,showcorrectionhint,0.038,1,1
2361,tastenanschlag,0.038,1,1
2362,unterschätzter,0.038,1,1
2363,nutzereingaben,0.038,1,1
2364,weiterleiten,0.038,1,1
2365,schlechteren,0.038,1,1
2366,antworten,0.038,1,1
2367,faktenanfragen,0.038,1,1
2368,namensnennungen,0.038,1,1
2369,processing,0.038,1,1
2370,eingebaut,0.038,1,1
2371,suchbasierte,0.038,1,1
2372,möglicherweise,0.038,1,1
2373,vorgelagerte,0.038,1,1
2374,processor,0.038,1,1
2375,beliebiges,0.038,1,1
2376,anthropic,0.038,1,1
2377,openai_client,0.038,1,1
2378,completions,0.038,1,1
2379,hauptstat,0.038,1,1
2380,deutshland,0.038,1,1
2381,hauptstadt,0.038,1,1
2382,nutzerfragen,0.038,1,1
2383,indizierten,0.038,1,1
2384,beidseitige,0.038,1,1
2385,konsistenz,0.038,1,1
2386,tausenden,0.038,1,1
2387,generated,0.038,1,1
2388,chronisches,0.038,1,1
2389,tippfehlerproblem,0.038,1,1
2390,produkttitel,0.038,1,1
2391,winerjacke,0.038,1,1
2392,herrenjacke,0.038,1,1
2393,gleichermaßen,0.038,1,1
2394,produkteingaben,0.038,1,1
2395,branchenspezifische,0.038,1,1
2396,wörterbücher,0.038,1,1
2397,übersehen,0.038,1,1
2398,concurrent,0.038,1,1
2399,description,0.038,1,1
2400,description_corrected,0.038,1,1
2401,dictreader,0.038,1,1
2402,max_workers,0.038,1,1
2403,bereinigt,0.038,1,1
2404,deutschlernen,0.038,1,1
2405,lernplattformen,0.038,1,1
2406,eingreifen,0.038,1,1
2407,lernimpuls,0.038,1,1
2408,kombination,0.038,1,1
2409,gamification,0.038,1,1
2410,elementen,0.038,1,1
2411,fehlerfreien,0.038,1,1
2412,rendering,0.038,1,1
2413,innerhtml,0.038,1,1
2414,transaktions,0.038,1,1
2415,qualitätsprüfung,0.038,1,1
2416,kampagnen,0.038,1,1
2417,zeitdruck,0.038,1,1
2418,markenwahrnehmung,0.038,1,1
2419,beschädigen,0.038,1,1
2420,mailchimp,0.038,1,1
2421,validateemailbeforesend,0.038,1,1
2422,suggestions,0.038,1,1
2423,datenpipelines,0.038,1,1
2424,massenhaftes,0.038,1,1
2425,datenbankeinträgen,0.038,1,1
2426,gewachsenen,0.038,1,1
2427,datenbanken,0.038,1,1
2428,jahrelange,0.038,1,1
2429,altlasten,0.038,1,1
2430,regelmäßige,0.038,1,1
2431,nachgelagerten,0.038,1,1
2432,auswertungen,0.038,1,1
2433,branchenspezifisches,0.038,1,1
2434,datenquelle,0.038,1,1
2435,healthcare,0.038,1,1
2436,patientennotizen,0.038,1,1
2437,diagnosen,0.038,1,1
2438,auswertung,0.038,1,1
2439,schriftsätze,0.038,1,1
2440,stellenausschreibungen,0.038,1,1
2441,auftreten,0.038,1,1
2442,kundenkorrespondenz,0.038,1,1
2443,compliance,0.038,1,1
2444,reputation,0.038,1,1
2445,betrachtung,0.038,1,1
2446,investment,0.038,1,1
2447,beantworten,0.038,1,1
2448,eingespart,0.038,1,1
2449,conversions,0.038,1,1
2450,antwortqualität,0.038,1,1
2451,amortisiert,0.038,1,1
2452,manueller,0.038,1,1
2453,def,0.038,1,3
2454,tools,0.038,6,15
2455,gleichzeitig,0.038,5,5
2456,verwaltung,0.038,3,3
2457,profitieren,0.038,3,3
2458,labeling,0.038,2,2
2459,kürzlich,0.038,2,2
2460,hohe,0.038,3,5
2461,kostenlose,0.038,5,6
2462,einiges,0.038,1,1
2463,längste,0.038,1,1
2464,dateien,0.038,1,1
2465,objekte,0.038,1,1
2466,katalog,0.038,1,1
2467,unteren,0.038,1,1
2468,beginne,0.038,1,1
2469,concept,0.038,1,1
2470,benannt,0.038,1,1
2471,kümmern,0.038,1,1
2472,standen,0.038,1,1
2473,ausgabe,0.038,1,1
2474,youtube,0.038,1,1
2475,desto,0.038,2,2
2476,daran,0.038,2,2
2477,backend,0.038,2,3
2478,seo,0.038,2,4
2479,mt5,0.038,2,5
2480,denen,0.037,5,9
2481,grüne,0.037,1,1
2482,gehen,0.037,1,1
2483,licht,0.037,1,1
2484,strom,0.037,1,1
2485,laufe,0.037,1,1
2486,pedro,0.037,1,1
2487,silva,0.037,1,1
2488,plant,0.037,1,1
2489,brain,0.037,1,1
2490,allem,0.037,1,1
2491,ziele,0.037,1,1
2492,ideen,0.037,1,1
2493,quellen,0.037,2,2
2494,besteht,0.037,2,2
2495,pflicht,0.037,4,4
2496,projekten,0.037,2,2
2497,framework,0.037,3,3
2498,tier,0.037,2,2
2499,team,0.037,4,6
2500,stellt,0.037,2,3
2501,beginner,0.037,1,1
2502,robustem,0.037,1,1
2503,endpunkt,0.037,1,1
2504,gelangen,0.037,1,1
2505,struktur,0.037,1,1
2506,robustes,0.037,1,1
2507,falscher,0.037,1,1
2508,limiting,0.037,1,1
2509,variable,0.037,1,1
2510,wrangler,0.037,1,1
2511,mögliche,0.037,1,1
2512,upgraden,0.037,1,1
2513,fehlern,0.037,5,6
2514,pre,0.037,3,8
2515,korrekt,0.037,2,2
2516,library,0.037,2,2
2517,manuelle,0.037,3,3
2518,developers,0.037,2,2
2519,verwaltet,0.037,2,2
2520,anwendungsentwicklung,0.037,2,2
2521,wenig,0.037,3,3
2522,hilft,0.037,3,3
2523,kreditkarte,0.037,3,3
2524,nutzung,0.037,4,4
2525,früher,0.037,1,1
2526,fällen,0.037,1,1
2527,faktor,0.037,1,1
2528,vieler,0.037,1,1
2529,gebiet,0.037,1,1
2530,langer,0.037,1,1
2531,klicks,0.037,1,1
2532,sektor,0.037,1,1
2533,layout,0.037,1,1
2534,murali,0.037,1,1
2535,nathan,0.037,1,1
2536,zahlen,0.037,1,1
2537,demand,0.037,1,1
2538,nutzte,0.037,1,1
2539,pierre,0.037,1,1
2540,parser,0.037,1,1
2541,taggen,0.037,1,1
2542,trends,0.037,1,1
2543,kontul,0.037,1,1
2544,hierzu,0.037,1,1
2545,value,0.036,3,3
2546,lokal,0.036,8,12
2547,klicken,0.036,5,6
2548,data,0.036,10,40
2549,erheblich,0.036,2,2
2550,produktseiten,0.036,2,2
2551,kontext,0.036,2,2
2552,workers,0.036,2,2
2553,pattern,0.036,2,2
2554,längere,0.036,2,2
2555,absätze,0.036,2,2
2556,inhalte,0.036,3,4
2557,präzise,0.036,2,2
2558,senken,0.036,3,4
2559,anfang,0.036,2,3
2560,bereiche,0.036,1,1
2561,derselbe,0.036,1,1
2562,clusters,0.036,1,1
2563,debugger,0.036,1,1
2564,explorer,0.036,1,1
2565,firebase,0.036,1,1
2566,nahtlose,0.036,1,1
2567,jüngsten,0.036,1,1
2568,probleme,0.036,1,1
2569,weiteres,0.036,1,1
2570,mesh,0.036,1,2
2571,umgebung,0.036,1,1
2572,controls,0.036,1,1
2573,security,0.036,1,1
2574,slsa,0.036,1,2
2575,angriffe,0.036,1,1
2576,vorgaben,0.036,1,1
2577,schützen,0.036,1,1
2578,optimale,0.036,1,1
2579,contract,0.036,1,1
2580,jährlich,0.036,1,1
2581,betragen,0.036,1,1
2582,freizeit,0.036,1,1
2583,roadmaps,0.036,1,1
2584,inhalten,0.036,1,1
2585,beiträge,0.036,1,1
2586,sogar,0.036,4,6
2587,premise,0.035,2,2
2588,codes,0.035,3,3
2589,practice,0.035,2,2
2590,überblick,0.035,2,2
2591,produktive,0.035,2,2
2592,setzt,0.035,3,3
2593,mithilfe,0.035,4,4
2594,plattformen,0.035,3,3
2595,grund,0.035,2,2
2596,zurück,0.035,3,3
2597,custom,0.035,3,4
2598,weniger,0.035,9,15
2599,systeme,0.035,4,6
2600,welt,0.035,2,4
2601,teilweise,0.035,2,2
2602,erneut,0.035,4,4
2603,senden,0.035,3,3
2604,kommen,0.035,2,2
2605,mini,0.034,3,4
2606,ansätze,0.034,1,1
2607,matches,0.034,1,1
2608,failure,0.034,1,1
2609,scaling,0.034,1,1
2610,bewusst,0.034,1,1
2611,outputs,0.034,1,1
2612,klingen,0.034,1,1
2613,dennoch,0.034,1,1
